Date,Open,High,Low,Close,Volume
2024-12-03,238.73027039850206,241.66698519896212,237.82436396202866,241.55747985839844,38861000
2024-12-04,241.7765092325954,243.01093178619982,240.16380790150487,241.91587829589844,44383900
2024-12-05,242.891459337747,243.43897085315564,241.0398332364883,241.9457244873047,40033900
2024-12-06,241.81633519239523,243.5285923470879,240.99007032901886,241.74664306640625,36870600
2024-12-09,240.74117665680967,246.1268220997756,240.66153502923254,245.63902282714844,44649200
2024-12-10,245.7783914922151,247.09245556004478,244.23536723926503,246.65443420410156,36914800
2024-12-11,246.84360125039836,249.67081089954078,245.15124311202538,245.38021850585938,45205800
2024-12-12,245.77840766369866,247.62008434324935,244.57384885559844,246.84359741210938,32777500
2024-12-13,246.70423080565516,248.16759835190283,245.13134272203925,247.01283264160156,33155300
2024-12-16,246.87345818165343,250.2481944775453,246.53497744922532,249.9097137451172,51694800
2024-12-17,248.95404406138837,252.68716009783537,248.655391740455,252.33872985839844,51356400
2024-12-18,251.02467749046986,253.13512753347695,246.62457993830327,246.9331817626953,56774100
2024-12-19,246.38564624934875,250.86538527206417,245.9774886038804,248.6653289794922,60882300
2024-12-20,246.92320588947405,253.8518755287198,244.58379575845774,253.34417724609375,147495300
2024-12-23,253.62291772369178,254.49894524760987,252.30885365268378,254.12066650390625,40858800
2024-12-24,254.3396705835317,257.0474099027653,254.14055892454206,257.0374755859375,23234700
2024-12-26,257.0275101814573,258.9289141129315,256.47003399402934,257.853759765625,27237100
2024-12-27,256.66912911312295,257.53523753189216,251.92061656694878,254.43922424316406,42355300
2024-12-30,251.09434735441482,252.35863351915538,249.6210152068174,251.06448364257812,35557500
2024-12-31,251.30342042234355,252.1396347735265,248.30696287880588,249.29251098632812,39480700
2025-01-02,247.80922035937212,247.97846832553566,240.73124671787497,242.75210571289062,55740700
2025-01-03,242.26429748535156,243.08059762167903,240.80091479245596,242.26429748535156,40244100
2025-01-06,243.2100158477468,246.21642284830082,242.10501290585998,243.89691162109375,45045600
2025-01-07,241.88599852058522,244.44443460073458,240.263347789176,241.11947631835938,40856000
2025-01-08,240.83078235887348,242.61273160476242,238.9692066706783,241.60726928710938,37628900
2025-01-10,238.9293760168756,239.0787097724967,231.95094323601768,235.7836151123047,61710900
2025-01-13,232.47855694506205,233.61342361918983,228.68571346021633,233.34463500976562,49630700
2025-01-14,233.69307331230715,235.05690023183175,231.42333988575893,232.2296905517578,39435300
2025-01-15,233.5835582088168,237.88411516800545,233.3744970274307,236.79901123046875,39832000
2025-01-16,236.28136958651152,236.9383864807084,227.0033243432251,227.23228454589844,71759100
2025-01-17,231.07489856287185,231.24413133243607,227.4512878984511,228.9445343017578,68488300
2025-01-21,222.99146586562136,223.40957304130882,218.39227174297113,221.63758850097656,98070400
2025-01-22,218.80040121474653,223.11090745632038,218.80040121474653,222.8222198486328,64126500
2025-01-23,223.72813912330528,226.00782197454978,221.29912251598503,222.6529998779297,60234800
2025-01-24,223.76795755359672,224.61413662079448,220.4131353788753,221.77696228027344,54697900
2025-01-27,223.01138591977585,231.10477141655377,222.9715575076631,228.82508850097656,94863400
2025-01-28,229.81063008981926,239.1085741517517,229.77080167884077,237.187255859375,75707600
2025-01-29,233.06587511122757,238.78003635891557,232.95636977614706,238.28228759765625,45486100
2025-01-30,237.59540286874542,239.70585285329432,236.14198492507634,236.520263671875,55658300
2025-01-31,246.07705979363328,246.07705979363328,232.38896748106293,234.93743896484375,100959800
2025-02-03,228.9545099800506,230.78622201033428,224.68381655532258,226.98341369628906,73063300
2025-02-04,226.226846442903,232.08037762753466,225.62954176239768,231.75186157226562,45067300
2025-02-05,227.50106167329415,231.62242106375825,227.24223776986636,231.42332458496094,39620300
2025-02-06,230.24863411824003,232.74734282564026,229.39250557129796,232.16995239257812,29925300
2025-02-07,231.55275755143822,232.946448173879,226.236788599926,226.60513305664062,39707200
2025-02-10,228.7876615470872,229.80417456619486,226.42572786906877,226.8741912841797,33115600
2025-02-11,227.4223198813819,234.42836130351915,227.35256634016287,231.82725524902344,53718400
2025-02-12,230.41209906543347,236.15247950770552,229.89386689621963,236.06277465820312,45243300
2025-02-13,236.10264318513748,241.514131106333,234.7672133917818,240.70689392089844,53614100
2025-02-14,240.4278440984732,244.71319316935814,240.1687356269457,243.7664337158203,40896200
2025-02-18,243.31796980618805,244.34445851454996,241.01584434943877,243.6368865966797,48822500
2025-02-19,243.8262313730556,245.17162160901916,242.33134319523683,244.03550720214844,32204200
2025-02-20,244.10529733899222,245.93902334816417,243.45750328110228,244.9922637939453,32316900
2025-02-21,245.11182656230832,247.84249441981407,244.38431857946645,244.71319580078125,53197400
2025-02-24,244.0953010258401,248.01191597096326,243.58704451830639,246.25791931152344,51326400
2025-02-25,247.15485528022737,249.14803959700342,244.0753891604379,246.1981201171875,48013300
2025-02-26,243.49736566903925,244.14514449402503,238.3150894487839,239.5408935546875,44433600
2025-02-27,238.5941277716784,241.6337368385667,236.25213016109495,236.49131774902344,41153600
2025-02-28,236.14250368420718,241.26498665715278,229.41550676334808,241.01583862304688,56833400
2025-03-03,240.96599177281342,243.1983635012748,235.3053560708129,237.21881103515625,47184000
2025-03-04,236.89992456399492,239.25188262538288,233.88023638606123,235.1259765625,53798100
2025-03-05,234.61771347352882,235.7438674276595,228.44880585950324,234.93663024902344,47227600
2025-03-06,233.64106399817908,237.04940729600818,232.3654272740836,234.5280303955078,45170400
2025-03-07,234.30878315837532,240.54744460053885,233.95996981993864,238.2552947998047,46273600
2025-03-10,234.73730306532093,235.35520052510583,223.45588808739058,226.70477294921875,72071200
2025-03-11,223.04728218644934,225.0703629938446,216.7089556312574,220.08740234375,76137400
2025-03-12,219.3897895710681,220.99430349899413,214.17761702040198,216.2405548095703,62547500
2025-03-13,215.21406028960521,216.10102664759694,207.70972301630272,208.96542358398438,61368300
2025-03-14,210.53007941159925,213.22087501834247,208.86577244295887,212.762451171875,60107600
2025-03-17,212.58307041465437,214.48656508270392,209.25445626243933,213.27072143554688,48073400
2025-03-18,213.43018643369246,214.4168029665515,210.76928711901598,211.96519470214844,42432400
2025-03-19,213.48995680484757,218.0144781615262,213.0215573102422,214.50648498535156,54385400
2025-03-20,213.2607660976187,216.74883872802718,211.49679368091097,213.37039184570312,48862900
2025-03-21,210.8390437188948,218.09423372936246,210.55999911901452,217.52618408203125,94127800
2025-03-24,220.24686734420678,220.7252273230714,217.83511614199446,219.977783203125,44299500
2025-03-25,220.01766257627696,223.33631640181736,219.33001153042758,222.9875030517578,34493600
2025-03-26,222.7483031053444,224.25316696482244,219.71866969932233,220.77505493164062,34466100
2025-03-27,220.63553483035878,224.22327264250706,219.80836152348044,223.087158203125,37094800
2025-03-28,220.91458161653458,223.04728822423488,216.93817343567548,217.1574249267578,39818600
2025-03-31,216.27045427307317,224.8511131847691,215.49311362240712,221.37301635742188,65299300
2025-04-01,219.06092638065368,222.9177332815032,218.15402384007052,222.42941284179688,36412700
2025-04-02,220.5657953452804,224.42260233406006,220.2668146407477,223.1270294189453,35905900
2025-04-03,204.8395255545537,206.78289223919597,200.56415230327434,202.49754333496094,103419000
2025-04-04,193.2292544699453,199.19884701911502,186.70157274086588,187.738037109375,125910900
2025-04-07,176.59612158290105,193.48835506739644,174.02491207450518,180.84161376953125,160466300
2025-04-08,186.06373055480245,189.691324966831,168.63334553301246,171.8323974609375,120859500
2025-04-09,171.3640110222038,199.926344669284,171.30421792842867,198.17234802246094,184395900
2025-04-10,188.42568213047016,194.11621470149436,182.37636057603893,189.7710723876953,121880000
2025-04-11,185.46579368960585,198.85997858079665,185.42592149027786,197.47471618652344,87435900
2025-04-14,210.7194495182335,212.2143377637297,200.47448329230923,201.82984924316406,101352900
2025-04-15,201.1720815277121,202.81645240683693,199.11910423874315,201.4511260986328,51343900
2025-04-16,197.68401406478426,200.01603598224625,191.71442177543545,193.6079559326172,59732400
2025-04-17,196.5279673080365,198.15241736523095,193.75744237056688,196.3087158203125,52164700
2025-04-21,192.61136524453693,193.13955785695288,189.1631497833642,192.50173950195312,46742500
2025-04-22,195.45165216386687,200.9030125684292,195.3021694205859,199.059326171875,52976400
2025-04-23,205.29797863560773,207.29116289420588,202.10888686320854,203.9027557373047,52929200
2025-04-24,204.1917605029567,208.11833592046503,202.248408894664,207.65989685058594,47311000
2025-04-25,205.66671618569228,209.0352025034097,205.49729734578435,208.56680297851562,38222300
2025-04-28,209.2843516085664,210.77923983434187,206.7530142372406,209.4238739013672,38743100
2025-04-29,207.978817902887,211.51672307140856,207.6599011161091,210.490234375,36827600
2025-04-30,208.58674127234366,212.8521544830753,205.96569903614,211.7758331298828,52286500
2025-05-01,208.3674918385056,213.82881264887993,208.18809734114114,212.59304809570312,57365700
2025-05-02,205.38767599056177,206.28461806468735,201.4710760745947,204.65020751953125,101010600
2025-05-05,202.40787903175757,203.4044712176219,197.5345438511527,198.21221923828125,69018500
2025-05-06,197.53454585917262,199.96621804369693,196.34859871285207,197.83351135253906,51216500
2025-05-07,198.49125449640593,198.7603386318323,192.59143085844198,195.58120727539062,68536700
2025-05-08,197.04619801698016,199.3682595147921,194.0165494128041,196.81698608398438,50478900
2025-05-09,198.32183886048443,199.85658408831688,196.86680762308345,197.8534393310547,36453900
2025-05-12,210.52676720097676,210.82613996616402,206.31563192374182,210.34713745117188,63775800
2025-05-13,209.98788789546765,212.95164926547025,208.56089957562318,212.48263549804688,51909300
2025-05-14,211.98367663769176,213.49051386836734,210.13757262915965,211.88389587402344,49325800
2025-05-15,210.506803034962,212.51258988469863,209.0997617101353,211.00575256347656,45029500
2025-05-16,211.9138418912236,212.12340739052024,209.3292870180407,210.81614685058594,54737900
2025-05-19,207.47318710280226,209.0398806327114,203.83084657536088,208.3413543701172,46140500
2025-05-20,207.23369558110693,208.03201787298204,204.5992426766309,206.42539978027344,42496600
2025-05-21,204.73893602091724,206.60500227852873,200.28831500749223,201.6654052734375,59211800
2025-05-22,200.2883071907537,202.32401437172413,199.28041949489233,200.9369354248047,46742400
2025-05-23,193.26311186041877,197.28464391104225,193.05356158182016,194.85975646972656,78432900
2025-05-27,197.88337691051132,200.31825293342968,197.01519441683536,199.78936767578125,56288500
2025-05-28,200.16855762950956,202.30406088976383,199.48000488022652,199.99891662597656,45339700
2025-05-29,203.15228556391767,203.38179807643976,198.09293019267844,199.5299072265625,51396800
2025-05-30,198.95112277889336,201.53569281345096,196.36656797106642,200.4280242919922,70819900
2025-06-02,199.85921507319503,201.70533435611304,199.69954757512772,201.27622985839844,35423300
2025-06-03,200.92696184786135,203.34187550579085,200.53778186221837,202.84292602539062,46381600
2025-06-04,202.48369763994597,205.80670326672896,201.67540185470463,202.39389038085938,43604000
2025-06-05,203.07246156364138,204.3198354061699,199.7294935749724,200.20849609375,55126100
2025-06-06,202.57349663849442,205.26782088834017,201.62549563553227,203.49156188964844,46607700
2025-06-09,203.96058960802065,205.56720771427428,199.59977555964565,201.02676391601562,72862600
2025-06-10,200.1785434107301,203.92066462184746,200.14860765917956,202.2441864013672,54672600
2025-06-11,203.0724503091444,204.07034932786254,197.99314795828434,198.36236572265625,60989900
2025-06-12,198.66173587371065,199.26046614106752,196.94534836583952,198.78147888183594,43904600
2025-06-13,199.3103695725812,199.9490243445518,195.2888376882346,196.03726196289062,51447300
2025-06-16,196.8854859861783,198.27256505925683,196.1470352061455,198.0031280517578,43020700
2025-06-17,196.78567812068002,197.97318035709665,194.79986887227625,195.2289581298828,38856200
2025-06-18,195.52832221137376,197.15490236836843,194.66015499959357,196.16697692871094,45394700
2025-06-20,197.8235020126397,201.27622400422058,196.44639652864126,200.57769775390625,96813500
2025-06-23,201.20639190632414,201.87498244787415,198.54200324907936,201.07666015625,55814300
2025-06-24,202.16436301176623,203.0125832870988,199.77938491343542,199.87918090820312,54064000
2025-06-25,201.0267661369261,203.2421033073339,200.19850807531137,201.13653564453125,39525700
2025-06-26,201.00678701240994,202.2142514946699,199.04094000321476,200.57769775390625,50799100
2025-06-27,201.4658274879402,202.7930349784745,199.57979899649257,200.65753173828125,73188600
2025-06-30,201.58557286233471,206.95427439094752,198.84135059390303,204.7389373779297,91912800
2025-07-01,206.23578409144605,209.74839282792448,205.70689884063935,207.3833770751953,78788900
2025-07-02,208.47108532398713,212.8917706186518,207.7026988246806,211.99366760253906,67941800
2025-07-03,211.70428104663077,214.19902871499423,211.36499901814886,213.10134887695312,34955800
2025-07-07,212.23315593085263,215.77570049162512,208.36131809352125,209.50889587402344,50229000
2025-07-08,209.658593847986,210.98578616820197,208.01205130024096,209.5687713623047,42848900
2025-07-09,209.0897778625777,210.8859991217609,206.78463359109693,210.69639587402344,48749400
2025-07-10,210.06771262581316,213.03147386855414,209.58872537016995,211.96372985839844,44443600
2025-07-11,210.12759762046792,211.68431760849728,209.41908263784933,210.7163543701172,39765800
2025-07-14,209.48893166698292,210.46688365912564,207.10395364435493,208.1816864013672,38840100
2025-07-15,208.7804390594974,211.44482767792792,208.48106630115817,208.67066955566406,42296300
2025-07-16,209.8581806046168,211.95375954691573,208.2016644692293,209.71847534179688,47490500
2025-07-17,210.12759810142074,211.3550095983717,209.14964612579556,209.57875061035156,48068100
2025-07-18,210.42696659875526,211.34503189230253,209.25942654413325,210.73631286621094,48974600
2025-07-21,211.65437808070223,215.3266389893317,211.18536434566,212.0335693359375,51377400
2025-07-22,212.69220709721728,214.49840197701596,211.78411528941558,213.94955444335938,46404100
2025-07-23,214.54829351654996,214.69797228179937,211.9637386583707,213.7000732421875,46989300
2025-07-24,213.45058781785585,215.2368355364858,213.08137006420023,213.31088256835938,46022600
2025-07-25,214.24891808809048,214.7877920897316,212.95164630742312,213.43064880371094,40268800
2025-07-28,213.5803337758995,214.39861831079742,212.61237047326716,213.6002960205078,37858000
2025-07-29,213.73000061776605,214.3586818606333,210.37707459375494,210.8261260986328,51411700
2025-07-30,211.454797150492,211.94377315400357,207.28358653790625,208.6107940673828,45512500
2025-07-31,208.0519764228089,209.39913099136336,206.72476887181696,207.1339111328125,80698400
2025-08-01,210.4269720875647,213.1312852679161,201.07666267114303,201.95481872558594,104434500
2025-08-04,204.0803265791815,207.44325668811337,201.25627047720934,202.9227752685547,75109300
2025-08-05,202.97265486934364,204.90858140720596,201.73526982787092,202.49366760253906,44155100
2025-08-06,205.19798558200998,214.9275012748427,205.15806109322384,212.80197143554688,108483100
2025-08-07,218.42014073215765,220.38600300495352,216.12496995802366,219.56771850585938,90224800
2025-08-08,220.36604479784603,230.5146761138317,218.78936250198095,228.86814880371094,113854000
2025-08-11,227.6992650180531,229.33767612130436,224.54232171734583,226.95997619628906,61806100
2025-08-12,227.78917070894937,230.57647717809445,226.8500938879156,229.42758178710938,55626200
2025-08-13,230.8462285986664,234.77241529044048,230.2068337695816,233.10403442382812,69878500
2025-08-14,233.83332460758467,234.89229562265464,230.6264418350812,232.5545654296875,51916300
2025-08-15,233.77337703316005,234.0531046408583,229.11788646444978,231.36570739746094,56038700
2025-08-18,231.47561022214762,232.89423321308522,229.88715369469057,230.66639709472656,37476200
2025-08-19,231.05601964615855,232.64447617946885,229.1278960385577,230.3367156982422,39402600
2025-08-20,229.75726351111018,230.24679444121838,225.55134937034353,225.79110717773438,42263900
2025-08-21,226.05087353353895,226.30063142153253,223.56327948127884,224.68218994140625,30621200
2025-08-22,225.95095699429655,228.8681272027074,225.1916985271248,227.53941345214844,42477800
2025-08-25,226.26065308481304,229.07792927219558,226.01089520624416,226.94000244140625,30983100
2025-08-26,226.65028173376106,229.26775474756235,224.4724002828088,229.08792114257812,54575100
2025-08-27,228.38860049855515,230.676376013076,228.03893336267103,230.26678466796875,31259500
2025-08-28,230.59647266873003,233.18396075811214,229.11789497993007,232.33477783203125,38074700
2025-08-29,232.28481317583598,233.15398096397084,231.145917853049,231.91517639160156,39418400
2025-09-02,229.02798202980685,230.62643860177437,226.75019132336067,229.49752807617188,44075600
2025-09-03,236.98028515930878,238.6186963224971,234.133039090421,238.2390594482422,66427800
2025-09-04,238.21906152531412,239.66765417218173,236.51072617258424,239.5477752685547,47549400
2025-09-05,239.76756781945676,241.08629675958926,238.25903569310344,239.45787048339844,54870400
2025-09-08,239.06825064349684,239.91741830634814,236.11111057683257,237.64962768554688,48999500
2025-09-09,236.77047435136637,238.5487492683241,233.13400016518182,234.123046875,66313900
2025-09-10,231.96513778704139,232.19491077497392,225.73117543382176,226.5703582763672,83440800
2025-09-11,226.66027725307507,230.22681187017153,226.43048902665416,229.80722045898438,50208600
2025-09-12,228.9980136278554,234.28288383192944,228.79821036620638,233.84332275390625,55824200
2025-09-15,236.77047667310174,237.95932665324483,234.80238330570734,236.47076416015625,42699500
2025-09-16,236.9502954777413,240.98639147239973,236.09114297984144,237.9193572998047,63421100
2025-09-17,238.73857528095925,239.86748583209587,237.4997706474641,238.75856018066406,46508000
2025-09-18,239.737599946219,240.9664044724694,236.4208079152849,237.64962768554688,44249600
2025-09-19,240.99636870073516,246.06146581163878,239.9773675285625,245.26223754882812,163741300
2025-09-22,248.05953649140056,256.3914711896616,247.8797028858207,255.8319854736328,105517400
2025-09-23,255.63220171436936,257.0907792625319,253.33442606621003,254.18359375,60275200
2025-09-24,254.9728287261993,255.4923293909784,250.79686899703333,252.06564331054688,42303700
2025-09-25,252.96477212582877,256.9209435623003,251.466224879955,256.6212158203125,55202100
2025-09-26,253.8539172209246,257.3505275669758,253.5342198150173,255.2126007080078,46076300
2025-09-29,254.31347273152574,254.75304905914027,252.76497075706976,254.18359375,40127700
2025-09-30,254.61318058017173,255.67215158054225,252.8648753735947,254.38340759277344,37704300
2025-10-01,254.7929996074261,258.53938316103813,254.6831055272507,255.20260620117188,48713900
2025-10-02,256.33149581258533,257.9299523535748,253.9038565188199,256.8809814453125,42630200
2025-10-03,254.42336451804394,258.9889308017334,253.70406057825727,257.7701110839844,49155600
2025-10-06,257.7401350456914,258.819106172963,254.80299514816292,256.44140625,44664100
2025-10-07,256.56129542181253,257.15072039039774,255.18262697514498,256.23162841796875,31955800
2025-10-08,256.2715719294531,258.2696351050741,255.8619653198879,257.8100891113281,36496900
2025-10-09,257.5603136690899,257.75013209688524,252.8948383011137,253.79396057128906,38322000
2025-10-10,254.69310389004832,256.13171175032437,243.76369637579657,245.032470703125,61999100
2025-10-13,249.13848619669534,249.44818352992385,245.32217845998096,247.42015075683594,38142900
2025-10-14,246.36117950382103,248.60900042906025,244.46301046499008,247.53004455566406,35478000
2025-10-15,249.24838988167792,251.5761352503302,247.2303418581919,249.09852600097656,33893600
2025-10-16,248.00958596667436,248.79881419551728,244.8926123625184,247.21035766601562,39777000
2025-10-17,247.77980070207627,253.13461023404025,247.03052706557392,252.045654296875,49147000
2025-10-20,255.64218177653177,264.1239650925819,255.3824390623343,261.98602294921875,90483000
2025-10-21,261.6263807259345,265.03308188579996,261.5764108568555,262.5155029296875,46695900
2025-10-22,262.3956210979312,262.5954395959732,255.18261234613632,258.19970703125,45015300
2025-10-23,259.68824995662277,260.36758405794774,257.76012648314656,259.3285827636719,32754900
2025-10-24,260.93706434715574,263.87421967110856,258.9290010880386,262.56549072265625,38253700
2025-10-27,264.6234656652487,268.8593494221352,264.3936774471076,268.5496520996094,44888200
2025-10-28,268.7294713644567,269.6286240979669,267.8902885694659,268.7394714355469,41534800
2025-10-29,269.01920560410514,271.1471476128123,266.85129379808274,269.4388122558594,51086700
2025-10-30,271.72657092903916,273.87451306817263,268.2199910571769,271.13714599609375,69886500
2025-10-31,276.721738255342,277.05143573891627,268.89933466249033,270.108154296875,86167100
2025-11-03,270.15812755648943,270.5877038096653,265.9921525413924,268.7894287109375,50194600
2025-11-04,268.0701070960229,271.22705027239556,267.36080327265466,269.7784729003906,49274800
2025-11-05,268.3498399683747,271.43687417180433,266.67147434431234,269.8783874511719,43683100
2025-11-06,267.6305743388968,273.1352174017799,267.6305743388968,269.50872802734375,51204000
2025-11-07,269.5386899523433,272.02629915101613,266.51162568814635,268.2099914550781,48227400
2025-11-10,268.9599914550781,273.7300109863281,267.4599914550781,269.42999267578125,41312400
2025-11-11,269.80999755859375,275.9100036621094,269.79998779296875,275.25,46208300
2025-11-12,275.0,275.7300109863281,271.70001220703125,273.4700012207031,48398000
2025-11-13,274.1099853515625,276.70001220703125,272.0899963378906,272.95001220703125,49602800
2025-11-14,271.04998779296875,275.9599914550781,269.6000061035156,272.4100036621094,47431300
2025-11-17,268.82000732421875,270.489990234375,265.7300109863281,267.4599914550781,45018300
2025-11-18,269.989990234375,270.7099914550781,265.32000732421875,267.44000244140625,45677300
2025-11-19,265.5299987792969,272.2099914550781,265.5,268.55999755859375,40424500
2025-11-20,270.8299865722656,275.42999267578125,265.9200134277344,266.25,45823600
2025-11-21,265.95001220703125,273.3299865722656,265.6700134277344,271.489990234375,59030800
2025-11-24,270.8999938964844,277.0,270.8999938964844,275.9200134277344,65585800
2025-11-25,275.2699890136719,280.3800048828125,275.25,276.9700012207031,46914200
2025-11-26,276.9599914550781,279.5299987792969,276.6300048828125,277.54998779296875,33431400
2025-11-28,277.260009765625,279.0,275.989990234375,278.8500061035156,20135600
2025-12-01,278.010009765625,283.4200134277344,276.1400146484375,283.1000061035156,46587700
2025-12-02,283.0,287.3999938964844,282.6300048828125,286.19000244140625,53669500
2025-12-03,286.20001220703125,288.6199951171875,283.29998779296875,284.1499938964844,43538700
2025-12-04,284.1000061035156,284.7300109863281,278.5899963378906,280.70001220703125,43989100
2025-12-05,280.5400085449219,281.1400146484375,278.04998779296875,278.7799987792969,47265800
2025-12-08,278.1300048828125,279.6700134277344,276.1499938964844,277.8900146484375,38211800
2025-12-09,278.1600036621094,280.0299987792969,276.9200134277344,277.17999267578125,32193300
2025-12-10,277.75,279.75,276.44000244140625,278.7799987792969,33038300
2025-12-11,279.1000061035156,279.5899963378906,273.80999755859375,278.0299987792969,33248000
2025-12-12,277.8999938964844,279.2200012207031,276.82000732421875,278.2799987792969,39532900
2025-12-15,280.1499938964844,280.1499938964844,272.8399963378906,274.1099853515625,50409100
2025-12-16,272.82000732421875,275.5,271.7900085449219,274.6099853515625,37648600
2025-12-17,275.010009765625,276.1600036621094,271.6400146484375,271.8399963378906,50138700
2025-12-18,273.6099853515625,273.6300048828125,266.95001220703125,272.19000244140625,51630700
2025-12-19,272.1499938964844,274.6000061035156,269.8999938964844,273.6700134277344,144632000
2025-12-22,272.8599853515625,273.8800048828125,270.510009765625,270.9700012207031,36571800
2025-12-23,270.8399963378906,272.5,269.55999755859375,272.3599853515625,29642000
2025-12-24,272.3399963378906,275.42999267578125,272.20001220703125,273.80999755859375,17910600
2025-12-26,274.1600036621094,275.3699951171875,272.8599853515625,273.3999938964844,21521800
2025-12-29,272.69000244140625,274.3599853515625,272.3500061035156,273.760009765625,23715200
2025-12-30,272.80999755859375,274.0799865722656,272.2799987792969,273.0799865722656,22139600
2025-12-31,273.05999755859375,273.67999267578125,271.75,271.8599853515625,27293600
2026-01-02,272.260009765625,277.8399963378906,269.0,271.010009765625,37838100
2026-01-05,270.6400146484375,271.510009765625,266.1400146484375,267.260009765625,45647200
2026-01-06,267.0,267.54998779296875,262.1199951171875,262.3599853515625,52352100
2026-01-07,263.20001220703125,263.67999267578125,259.80999755859375,260.3299865722656,48309800
2026-01-08,257.0199890136719,259.2900085449219,255.6999969482422,259.0400085449219,50419300
2026-01-09,259.0799865722656,260.2099914550781,256.2200012207031,259.3699951171875,39997000
2026-01-12,259.1600036621094,261.29998779296875,256.79998779296875,260.25,45263800
2026-01-13,258.7200012207031,261.80999755859375,258.3900146484375,261.04998779296875,45697500
